A1_Nquest,DIAENTR,MESENTR,ANOENTR,D1A_ID,D1A_FAIXAID,D2_SEXO,D3_ESCOLA,RAMOATIV,RAMOCHEFEF,OCUPA,UF,CID,REG,Q1,Q2,Q3,Q401,Q402,Q403,Q404,Q405,Q406,Q407,Q501,Q502,Q503,Q504,Q505,Q601,Q602,Q603,Q604,Q7,Q8,Q9,Q10A,Q10B,Q11,Q12P1_A,Q12P1_B,Q12P2_A,Q12P2_B,Q12G_1A,Q12G_2,Q12S1,Q12S2,Q12CD,Q12CD_recode,Q12AL,Q12AL_recode,Q13A,Q13B,Q13B_2,Q13B2A,Q13G1,Q13G2,Q13S,Q13CD,Q13CD_recode,Q13AL,Q13AL_recode,Q14A,Q14B,Q1501,Q1502,Q1503,Q1504,Q1505,Q1506,Q1507,Q1508,Q1509,Q1510,Q1511,Q1512,Q1513,Q1514,Q1515,Q1516,Q1517,Q1518,Q1519,Q1520,Q1521,Q1522,Q1523,Q1524,Q1525,Q1526,Q1601,Q1602,Q1603,Q1604,Q1605,Q1606,Q1607,Q1608,Q1609,Q1610,Q1611,Q1612,Q1613,Q1614,Q1615,Q1616,Q1617,Q1618,Q1619,Q1620,Q1621,Q1701,Q1702,Q1703,Q1704,Q1705,Q1706,Q1707,Q1708,Q1709,Q1710,Q1711,Q1712,Q1713,Q1714,Q1715,Q1716,Q1717,Q1718,Q1719,Q1720,Q1721,Q1722,Q1723,Q1724,Q1725,Q1726,Q18,Q21,Q22A,Q22B,Q22C,Q22D,P1,P1A,D5_1,D5_2,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P301,P302,P303,P304,P305,P306,P307,P308,P309,P310,P311,P312,P401,P402,P403,P404,P405,P406,P407,P408,P409,P410,P411,P412,P5,P601,P602,P603,P604,P605,P606,P607,P608,P609,P610,P611,P612,P613,P614,P615,P616,P7_aberta_agregada,P8,P9,P1001,P1002,P1003,P1004,P1101,P1102,P1103,P1104,P1105,P12,P13_aberta_agregada,P14A,P14B,P15,P1601,P1602,P1603,P1604,P1605,P1606,P1607,P1608,P1609,P1610,P1611,P1701,P1702,P1703,P1704,P1705,P1706,P1707,P1708,P1709,P1710,P1711,P1712,P1713,P18,P19,P20,P2101,P2102,P2103,P2104,P2105,P2106,P22,P24,P25,P26,P27,P28,P28A,P28B,P29,P30,D4,D7,D8,D8A,D6,D9,D9A,D9B_FAIXA_RENDAF,D11,D10,D10A,D12,D12A,D14,D15,D16,D20,DIAANIVER,MESANIVER,ANOANIVER,A3
1972,14,11,2018,43,4,2,7,10,99,4,41,134,4,3,4,3,3,1,5,2,2,1,1,2,1,4,2,1,1,1,1,1,1,1,5,5,99,3,1,5,1,1,4101,9999,9950,9950,9998,3,9998,3,1,2,1,2,4106,9999,9970,9998,3,9998,3,5,5,10,0,8,0,6,8,0,0,10,0,98,5,0,0,0,0,0,0,6,0,0,0,6,0,0,0,8,8,98,8,4,5,98,8,98,10,0,98,0,0,0,98,7,0,0,4,3,98,98,98,98,98,98,98,96,98,98,98,98,98,98,98,96,98,98,98,98,98,98,98,96,98,98,10,5,1,99,13,2,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,6,6,6,3,6,6,3,6,3,2,2,4,3,4,4,2,2,3,3,4,2,2,2,2,0,4,6,8,10,0,10,10,10,6,8,98,8,6,0,10,998,1,1,1,1,1,1,1,1,1,1,5,1,50,99,1,2,1,10,8,10,98,98,98,98,8,6,10,4,1,1,1,2,2,2,5,3,1,1,1,1,5,3,2,1,5,5,5,2,1,1,1,6,7,12,2,4,999,1,1,5,15,9999,999,999,1500,999,2,4,5,998,8,2,1,1,1,6,5,4,1975,2
1973,14,11,2018,32,3,1,3,5,99,2,41,134,4,1,1,1,1,1,5,5,5,1,1,4,4,5,1,4,1,4,1,4,1,5,5,1,17,5,1,9,1,2,4101,9999,4110,9950,9950,4,9950,4,1,1,4,99,9998,9999,9950,9950,4,9998,3,5,5,0,98,0,3,98,3,3,1,96,96,1,8,96,0,0,0,0,96,96,96,96,98,0,96,96,0,6,0,98,3,0,5,10,2,7,5,0,2,6,3,0,96,0,0,98,2,0,0,98,98,98,98,98,98,3,98,98,98,10,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,2,1,99,17,1,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,3,3,6,6,3,6,6,3,3,3,2,3,2,3,4,4,3,2,4,2,2,2,2,5,1,2,0,2,2,98,0,3,6,4,2,4,9,6,2,2,5,5,3,5,1,1,5,1,1,1,25,2,99,2,6,6,4,4,3,98,98,98,2,5,7,5,1,4,1,5,2,1,1,5,5,1,1,1,5,3,2,5,5,5,5,4,5,4,1,5,3,8,2,3,999,2,1,1,5,2,3,1,9999999,98,99,2,5,88,2,3,1,2,3,4,21,10,1986,2
1974,14,11,2018,35,4,2,6,4,99,2,41,134,4,3,3,3,1,1,5,1,3,1,1,2,3,4,5,2,1,1,1,2,1,1,5,5,99,3,6,99,6,99,9999,9999,9999,9999,9999,999,9999,999,4,99,4,99,9999,9999,9999,9999,999,9999,999,5,5,1,96,96,96,4,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,4,1,96,1,2,96,5,4,98,1,4,96,5,96,96,96,3,1,96,96,1,1,96,96,1,96,96,96,1,96,96,96,96,96,1,96,1,1,96,96,96,1,96,96,96,96,96,95,5,2,2,99,99,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,4,3,4,4,4,3,4,4,3,4,2,2,2,2,2,4,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,75,1,2,1,2,1,1,1,1,5,5,5,1,30,99,1,2,9,8,98,7,98,98,98,98,9,8,8,5,1,4,5,1,1,8,2,5,5,1,1,1,5,3,1,5,5,5,5,5,1,4,2,5,1,5,2,5,999,2,1,1,5,2,3,2,2000,999,3,1,5,8,5,2,1,2,1,4,19,5,1983,2
1975,19,11,2018,25,3,1,4,2,99,3,41,135,4,3,3,4,2,2,4,4,5,1,1,1,5,1,5,5,2,3,1,4,1,1,5,5,99,2,5,99,5,99,9999,9999,9999,9999,9999,999,9999,999,4,99,4,99,9999,9999,9999,9999,999,9999,999,5,5,96,96,98,96,96,96,96,98,96,96,96,96,96,7,96,98,4,96,96,5,96,96,4,96,96,96,96,96,96,7,5,96,8,96,96,3,5,96,96,96,96,96,3,0,96,0,0,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,96,98,98,98,96,98,98,98,98,95,5,2,2,99,99,2,999,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,1,1,4,2,3,3,3,3,2,3,4,4,2,1,4,4,1,6,4,3,8,4,5,6,6,2,2,8,8,8,6,0,5,998,1,1,1,2,1,5,5,4,2,2,5,1,15,1,99,1,5,8,5,5,6,5,5,98,6,5,5,5,1,2,5,1,1,8,5,5,5,5,1,1,5,3,1,5,5,5,5,5,1,4,2,2,1,2,2,4,999,1,1,3,3,5,2,1,4000,999,3,4,3,9999,2,3,1,2,1,2,21,2,1993,2
1976,21,11,2018,64,6,2,1,10,99,4,41,135,4,1,1,2,4,5,4,1,5,1,4,4,5,8,5,1,4,1,1,2,1,1,5,5,99,3,4,99,5,99,9999,9999,9999,9999,9999,999,9999,999,1,98,1,1,4102,9999,4102,9998,3,9998,3,5,5,0,9,96,96,10,6,96,7,96,96,10,96,96,96,96,96,9,7,96,9,96,8,5,96,96,96,7,96,96,4,10,6,10,8,96,0,2,98,96,8,96,96,5,0,0,6,0,98,98,98,98,98,98,98,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,10,4,2,2,99,99,1,13,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,4,3,8,8,3,8,8,8,2,2,1,1,8,4,4,4,4,4,4,4,2,8,2,4,8,6,8,8,0,9,9,9,9,98,98,98,98,10,8,998,1,1,1,5,1,5,1,5,1,1,5,1,15,99,1,2,98,98,98,8,6,8,98,99,98,98,98,5,1,4,1,4,1,8,2,2,5,1,1,1,8,1,1,5,4,5,5,5,5,4,2,2,7,7,2,4,999,2,2,6,12,9999,999,999,2500,999,3,2,3,9999,2,3,1,2,1,1,13,1,1954,2
1977,21,11,2018,30,3,2,8,8,99,1,41,135,4,1,1,1,2,2,5,2,8,2,2,4,1,1,5,8,1,2,2,4,1,2,3,1,17,2,1,9,1,2,4101,9999,4104,9998,9998,3,1414,2,1,1,1,1,9998,9999,9998,9998,3,9998,3,5,5,0,96,96,96,5,96,96,98,5,96,10,96,96,0,96,5,96,96,96,96,96,96,98,96,96,96,0,0,0,5,0,3,10,3,5,0,10,96,10,3,3,3,0,0,5,0,3,0,98,98,98,10,5,98,98,5,98,5,98,98,98,98,5,98,98,98,98,98,98,98,98,98,98,10,2,2,1,98,99,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,8,8,3,4,8,2,3,6,2,3,3,3,3,3,3,3,3,3,3,4,3,1,0,5,5,5,10,5,10,0,5,5,5,5,5,10,10,8,22,1,1,4,1,1,1,1,5,1,5,5,1,15,1,99,1,98,98,5,1,98,98,98,98,98,98,98,5,4,2,1,1,1,2,2,2,2,1,2,2,2,1,1,5,5,5,5,5,1,4,1,5,1,2,2,2,999,2,2,4,8,1,3,2,980,999,2,2,5,15,2,3,1,2,3,2,28,6,1988,2
1978,21,11,2018,40,4,1,7,3,99,2,41,135,4,3,2,1,1,1,5,1,4,1,2,1,1,4,5,5,1,1,1,1,1,1,4,8,99,4,1,97,1,97,9997,9999,9997,9997,9997,777,9997,777,1,2,1,2,9998,9999,9998,9998,3,9998,3,5,5,5,96,96,96,5,96,5,5,96,96,96,96,96,98,96,96,96,96,96,96,96,96,96,96,96,96,3,96,96,6,5,5,6,5,96,6,6,5,96,96,96,96,5,5,5,5,5,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,10,5,2,2,99,99,2,999,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,2,3,3,1,2,1,2,3,2,1,1,3,3,2,4,4,5,4,4,5,6,5,5,3,2,5,5,5,4,5,40,1,1,2,2,1,1,1,4,5,1,2,1,15,99,1,2,7,8,7,7,6,8,7,98,6,7,7,5,1,2,1,2,5,8,2,5,1,1,2,2,5,1,1,5,5,5,5,5,1,4,1,5,1,8,2,4,999,2,1,5,5,2,2,2,5000,999,4,2,5,6,2,3,1,2,1,5,21,12,1978,2
1979,21,11,2018,43,4,2,7,4,99,3,41,135,4,4,3,5,1,4,5,5,2,5,1,1,5,1,5,5,1,1,1,1,1,1,5,5,99,5,1,9,1,2,4101,9999,4109,4102,9998,3,9998,3,1,98,1,98,9998,9999,9998,9998,3,9998,3,5,5,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,96,0,0,0,96,7,1,96,0,2,0,96,96,96,96,0,0,96,96,0,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,10,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,6,2,3,3,6,3,8,2,2,3,3,3,3,3,3,3,4,3,2,2,5,3,6,5,4,5,2,3,5,3,5,4,3,1,2,22,1,1,1,2,1,5,1,1,5,2,5,1,15,1,99,2,4,3,2,3,2,3,3,98,3,2,2,5,1,2,5,1,1,5,5,5,4,5,1,1,8,1,1,4,5,5,5,8,1,4,1,2,7,2,2,6,999,2,2,2,3,5,3,3,2000,999,3,5,5,1,2,3,1,2,1,4,12,3,1975,2
1980,21,11,2018,42,4,1,3,2,99,1,41,135,4,4,4,3,1,4,2,2,1,1,2,1,4,2,5,1,1,1,1,1,1,1,3,5,99,3,4,99,1,2,9999,9999,9999,9999,9999,999,9999,999,1,2,1,2,9998,9999,9998,9998,3,9998,3,3,4,98,96,96,96,98,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,3,0,96,5,96,96,0,96,96,96,96,96,96,5,0,96,96,5,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,4,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,2,3,8,1,8,5,1,4,1,1,1,2,1,4,4,1,2,4,1,2,5,5,3,6,3,8,4,6,5,0,9,3,0,3,3,10,998,2,1,4,5,2,1,1,1,1,1,5,1,50,99,1,2,9,5,8,7,9,8,9,98,7,5,8,5,1,2,1,1,1,2,2,5,2,1,5,1,5,1,1,1,5,5,5,5,1,4,2,2,7,2,1,3,2,2,2,3,2,2,3,1,2800,999,3,6,5,88,5,2,1,2,1,4,24,1,1976,2
1981,21,11,2018,59,6,2,3,6,99,3,41,135,4,3,3,5,5,1,5,1,5,1,3,1,5,8,8,8,1,1,1,1,1,1,5,5,99,5,1,9,1,2,4101,9999,9998,9998,9998,3,9998,3,1,2,1,2,9998,9999,9998,9998,3,9998,3,5,5,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2,96,98,96,3,96,8,3,96,0,2,96,96,96,96,96,7,0,96,96,0,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,5,5,8,8,8,8,8,8,2,1,8,4,8,8,8,8,8,8,8,4,4,8,0,0,0,3,98,0,98,98,98,0,0,0,0,4,4,2,998,8,8,8,8,8,8,5,1,5,1,2,1,15,1,99,2,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,8,8,8,8,8,8,8,5,8,5,2,5,5,5,5,5,5,4,2,2,7,7,2,4,999,2,2,1,3,5,3,3,3000,999,3,5,3,9999,5,2,1,2,1,2,22,1,1959,2
1982,21,11,2018,53,5,2,0,6,99,3,41,135,4,4,4,4,1,1,4,1,1,2,1,1,5,5,2,1,1,4,1,4,1,1,5,5,99,3,1,9,1,2,4101,9999,4102,9950,9998,3,9998,3,1,2,1,2,4102,9999,9998,9998,3,9998,3,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,10,96,96,96,96,96,96,96,96,96,96,96,96,1,96,2,10,96,96,0,96,96,96,96,96,96,96,0,96,96,96,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,6,4,6,6,6,6,6,1,1,3,4,4,4,4,4,4,4,4,4,2,2,3,0,2,5,5,2,5,5,0,0,4,8,10,0,0,0,998,8,8,5,5,5,5,1,5,1,4,5,1,15,99,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,8,5,8,8,8,4,4,8,1,8,8,8,5,5,5,5,5,5,4,2,9,999,3,2,4,999,2,2,1,3,5,3,3,1500,999,2,2,3,9999,2,3,1,2,1,5,28,9,1965,2
1983,21,11,2018,66,7,1,0,10,99,4,41,135,4,3,2,1,1,1,4,5,5,1,1,1,5,1,4,4,1,4,1,1,1,1,4,5,99,4,1,5,1,1,4101,9999,4109,4101,1368,3,9998,3,1,2,1,2,4102,9999,4102,1369,3,1368,1,5,5,4,2,4,4,3,2,0,2,2,3,3,2,6,3,4,5,4,2,0,4,2,3,3,2,2,4,4,96,2,3,5,0,4,2,0,0,3,0,3,5,2,96,0,2,0,0,0,5,3,4,4,4,4,2,2,0,0,2,2,3,2,2,0,3,2,2,2,4,0,4,2,2,3,6,4,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,5,5,5,3,5,3,5,2,2,1,8,1,2,3,3,3,2,2,2,2,2,1,4,3,5,6,4,6,8,4,3,2,2,3,4,2,1,4,40,1,1,1,5,1,4,1,1,5,1,5,1,10,1,99,2,5,3,3,3,4,4,4,3,3,5,4,5,2,4,2,5,1,5,2,4,5,2,1,2,5,1,1,5,5,5,5,5,5,1,2,2,7,2,2,3,999,2,2,1,12,9999,999,999,3500,999,3,3,3,9999,9,1,1,2,1,2,25,3,1952,2
1984,21,11,2018,31,3,1,7,2,99,1,41,135,4,4,4,1,1,1,5,1,5,1,1,1,4,5,1,1,4,2,2,1,1,5,5,5,99,5,1,5,1,1,4101,9999,9998,9998,9998,3,9998,3,1,2,1,2,9998,9999,9998,9998,3,9998,3,5,5,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,98,96,8,96,96,5,5,96,0,5,96,8,8,96,96,96,96,96,96,0,96,96,6,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,6,4,2,4,3,3,1,1,3,4,3,3,4,4,3,3,2,2,1,0,5,2,5,5,0,5,5,5,0,3,8,0,6,5,0,72,1,2,4,5,5,5,5,1,1,5,5,1,15,99,4,2,4,4,5,5,5,3,3,3,4,2,5,5,1,5,1,1,1,5,2,5,5,1,1,1,5,3,2,1,2,1,5,1,1,1,1,2,7,7,2,4,999,1,1,1,1,2,1,1,2000,999,3,2,3,9999,5,2,1,2,1,4,14,5,1987,2
1985,22,11,2018,56,6,1,8,7,99,1,41,135,4,4,4,1,4,2,5,1,1,4,1,2,5,1,5,4,1,4,1,4,1,1,5,5,99,5,4,99,4,99,9999,9999,9999,9999,9999,999,9999,999,4,99,4,99,9999,9999,9999,9999,999,9999,999,1,1,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,1,0,0,4,4,2,0,0,4,0,2,96,0,0,4,96,0,1,0,4,3,1,2,4,3,2,4,2,2,4,1,10,4,4,2,4,4,1,3,4,4,2,2,5,4,2,3,10,4,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,5,5,5,5,5,3,3,1,4,4,4,4,4,3,3,3,3,3,2,4,4,4,5,2,2,2,4,7,7,8,10,8,10,6,5,14,1,2,4,5,1,2,2,2,1,5,5,1,25,2,99,2,5,5,5,5,5,4,98,98,5,5,5,5,5,2,4,5,1,5,5,5,2,5,5,5,5,5,1,5,5,5,5,5,5,4,2,9,999,96,2,3,999,2,2,3,1,1,3,1,5000,999,4,6,97,9999,2,3,1,1,1,1,12,11,1962,2
1986,20,11,2018,41,4,2,0,6,99,3,41,135,4,3,2,3,1,1,5,1,1,1,1,1,1,1,1,1,1,4,4,2,1,5,5,8,99,3,1,5,1,1,4101,9999,4109,4110,9998,3,9998,3,1,2,1,2,9998,9999,9998,9998,3,9998,3,7,5,10,4,0,96,5,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,4,0,0,0,0,96,96,96,0,10,96,5,5,96,10,10,96,96,96,96,96,0,10,96,96,10,10,5,5,96,10,98,98,96,98,98,98,98,0,0,98,98,98,98,96,98,98,0,96,98,98,98,0,3,2,2,99,99,2,999,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,8,3,8,3,3,3,3,2,2,1,1,1,3,3,3,4,4,4,4,2,3,2,0,5,0,5,0,0,5,5,5,0,0,5,0,2,2,1,998,1,1,1,1,1,1,1,1,1,1,1,1,998,99,2,2,10,98,5,5,98,5,5,98,98,5,5,4,1,5,8,8,5,8,1,8,5,1,1,5,1,1,1,1,5,4,1,1,1,1,2,1,7,97,1,6,4,2,2,3,3,5,3,1,900,999,1,2,3,9999,6,1,1,2,1,3,19,4,1977,1
1987,20,11,2018,17,1,1,4,10,99,4,41,135,4,3,2,3,8,3,3,1,2,2,5,2,1,1,5,5,2,4,2,4,1,1,4,5,99,5,5,99,5,99,9999,9999,9999,9999,9999,999,9999,999,5,99,5,99,9999,9999,9999,9999,999,9999,999,1,1,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,0,98,98,0,0,98,5,98,0,5,5,98,5,98,98,98,5,0,98,98,5,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,3,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,4,4,2,4,5,2,4,4,2,2,2,2,2,2,2,2,4,2,8,3,4,5,3,5,5,5,5,5,5,5,5,2,5,5,0,998,2,2,1,1,1,1,2,5,2,1,5,1,15,1,99,1,5,4,5,5,4,5,5,5,5,5,5,8,1,5,5,1,1,1,5,5,1,5,1,5,1,1,1,5,5,5,5,5,5,4,2,9,999,96,2,4,999,2,1,3,16,9999,999,999,9999998,2,2,6,97,9999,2,3,1,2,1,3,21,9,2001,1
1988,21,11,2018,18,2,2,7,6,99,1,41,135,4,3,4,4,2,1,5,1,5,2,1,2,2,1,2,2,1,1,1,1,1,1,4,5,99,4,1,5,1,1,4101,9999,4110,9998,9998,3,9998,3,3,99,3,99,9999,9999,9999,9999,999,9999,999,5,5,6,96,96,96,96,96,96,96,96,96,2,96,96,96,96,96,96,96,96,96,98,96,96,96,96,96,3,8,96,1,10,98,0,3,4,8,5,96,2,96,98,96,4,5,96,96,1,10,98,96,98,98,96,98,96,98,98,10,96,98,98,96,98,98,98,98,98,98,96,98,98,98,98,10,4,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,3,1,3,3,1,3,3,3,3,3,3,1,3,4,4,3,3,3,6,3,5,2,2,2,3,3,3,3,998,1,1,1,5,1,1,2,5,2,1,5,1,998,99,1,1,5,5,5,5,5,5,4,5,5,5,5,5,2,5,2,5,8,8,1,8,8,2,8,2,8,8,1,5,2,2,2,5,5,1,2,5,1,8,1,5,3,2,1,3,1,2,2,2,3000,999,3,3,3,9999,2,3,1,2,1,4,11,5,2000,2
1989,17,11,2018,29,3,2,6,6,99,3,41,136,4,1,3,2,1,1,1,1,1,1,1,2,5,1,5,4,3,4,1,1,1,1,5,5,99,5,1,9,1,2,9998,9999,9998,9998,9998,3,9998,3,1,2,1,2,9998,9999,9998,9998,3,9998,3,5,5,0,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,5,96,96,96,96,8,96,96,96,5,5,9,5,96,0,9,96,96,96,2,4,0,0,0,96,0,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,10,5,2,2,99,99,2,999,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,6,3,3,4,4,3,3,6,3,3,3,2,4,3,3,4,4,2,4,4,3,2,0,0,0,0,5,5,8,5,5,0,8,5,6,2,0,6,40,1,1,1,5,1,1,1,1,4,1,1,1,15,2,99,2,10,6,9,6,8,10,6,6,9,8,8,5,2,5,1,5,1,1,1,4,4,1,1,1,5,1,1,5,5,5,5,5,4,4,2,2,1,7,2,4,999,1,1,1,3,5,3,1,2500,999,3,3,3,9999,7,1,1,2,1,9,15,6,1989,1
1990,17,11,2018,20,2,1,1,4,99,3,41,136,4,2,2,1,2,2,2,2,5,5,2,5,5,4,5,5,3,3,1,3,2,2,5,1,30,4,1,10,1,50,4101,9999,4101,4104,758,1,113,1,1,2,1,2,4106,9999,4102,9998,3,113,1,4,5,2,4,7,96,2,96,0,0,96,96,10,1,2,2,96,1,2,0,3,96,2,96,7,96,96,96,6,96,0,3,2,2,6,0,10,2,3,96,0,96,0,96,0,2,96,0,1,4,96,8,96,8,4,8,4,96,96,8,8,8,8,96,4,3,8,8,8,96,8,8,96,8,96,7,4,1,99,30,2,2,999,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,3,1,2,4,4,1,4,4,1,4,6,4,2,2,2,2,2,1,2,2,2,2,3,2,1,4,3,4,3,3,4,5,4,4,5,3,4,3,3,3,3,50,1,1,4,5,1,2,5,5,5,1,5,1,50,99,2,2,6,4,6,5,4,6,5,5,4,5,4,5,5,2,2,2,1,4,1,5,4,5,1,1,5,1,1,5,5,5,5,5,1,4,1,4,6,4,2,5,999,2,2,6,3,5,3,1,4000,999,3,2,3,9999,2,3,1,2,1,3,22,12,1998,1
1991,17,11,2018,69,7,2,1,10,99,4,41,136,4,3,3,2,1,1,5,1,4,1,1,2,2,2,5,4,3,3,1,1,1,1,5,5,99,5,1,9,1,2,9998,9999,9998,9998,9998,3,9998,3,4,99,4,99,9999,9999,9999,9999,999,9999,999,5,5,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,96,0,0,0,0,10,0,96,0,0,96,96,96,96,96,0,0,96,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,10,2,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,5,5,2,5,5,5,1,1,1,3,3,3,3,4,2,3,4,3,2,5,0,0,0,0,0,3,3,3,0,0,0,0,0,0,5,998,8,2,1,2,1,2,1,1,2,1,1,1,10,1,99,2,10,6,5,1,6,6,5,1,1,5,5,4,2,5,2,3,3,2,2,1,3,1,1,3,5,1,1,5,5,1,5,5,3,4,1,5,1,8,2,3,999,2,1,1,16,9999,999,999,5000,999,4,2,3,9999,8,2,1,2,1,5,6,7,1949,1
1992,17,11,2018,41,4,1,1,4,99,3,41,136,4,1,1,2,1,1,5,1,1,4,2,1,4,4,2,2,1,4,1,1,1,2,2,5,99,2,1,9,1,2,4101,9999,4104,4109,996,1,656,1,1,1,1,1,4102,9999,4102,656,1,9998,3,5,4,0,0,0,5,8,5,0,0,96,96,4,8,96,0,0,3,1,0,0,2,1,0,0,1,0,96,1,0,0,5,0,2,10,8,5,0,10,1,2,2,5,96,1,0,0,0,5,0,9,0,10,10,0,8,0,10,96,10,10,96,0,0,8,7,10,96,10,96,10,9,96,0,96,10,2,2,2,99,99,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,5,1,6,6,1,1,6,3,2,2,1,4,2,1,4,4,1,1,4,3,2,5,0,3,3,2,5,7,2,0,4,5,2,3,5,1,3,40,2,2,4,1,4,1,1,2,4,1,1,1,40,99,1,2,10,10,3,10,5,5,1,1,5,1,1,5,5,4,1,1,3,5,5,5,4,1,1,1,1,1,1,5,5,5,5,5,1,4,1,2,1,7,2,3,999,2,1,1,5,2,3,2,5000,999,4,5,3,9999,2,3,1,2,7,2,10,11,1977,1
